grupo_edad,nacionalidad,anio,poblacion
De 30 a 34 anios,Espaniola,1 de julio de 2019,1.110.020
De 30 a 34 anios,Espaniola,1 de enero de 2019,1.125.929
De 30 a 34 anios,Espaniola,1 de julio de 2018,1.144.754
De 30 a 34 anios,Espaniola,1 de enero de 2018,1.164.005
De 30 a 34 anios,Espaniola,1 de julio de 2017,1.190.906
De 30 a 34 anios,Espaniola,1 de enero de 2017,1.217.585
De 30 a 34 anios,Espaniola,1 de julio de 2016,1.246.662
De 30 a 34 anios,Espaniola,1 de enero de 2016,1.273.171
De 30 a 34 anios,Espaniola,1 de julio de 2015,1.306.920
De 30 a 34 anios,Espaniola,1 de enero de 2015,1.339.812
De 30 a 34 anios,Espaniola,1 de julio de 2014,1.372.179
De 30 a 34 anios,Espaniola,1 de enero de 2014,1.398.661
De 30 a 34 anios,Espaniola,1 de julio de 2013,1.428.600
De 30 a 34 anios,Espaniola,1 de enero de 2013,1.458.597
De 30 a 34 anios,Espaniola,1 de julio de 2012,1.491.539
De 30 a 34 anios,Espaniola,1 de enero de 2012,1.520.959
De 30 a 34 anios,Espaniola,1 de julio de 2011,1.547.870
De 30 a 34 anios,Espaniola,1 de enero de 2011,1.574.932
De 30 a 34 anios,Espaniola,1 de julio de 2010,1.592.074
De 30 a 34 anios,Espaniola,1 de enero de 2010,1.608.345
De 30 a 34 anios,Espaniola,1 de julio de 2009,1.619.220
De 30 a 34 anios,Espaniola,1 de enero de 2009,1.634.397
De 30 a 34 anios,Espaniola,1 de julio de 2008,1.636.385
De 30 a 34 anios,Espaniola,1 de enero de 2008,1.636.298
De 30 a 34 anios,Espaniola,1 de julio de 2007,1.634.192
De 30 a 34 anios,Espaniola,1 de enero de 2007,1.632.533
De 30 a 34 anios,Espaniola,1 de julio de 2006,1.623.921
De 30 a 34 anios,Espaniola,1 de enero de 2006,1.614.726
De 30 a 34 anios,Espaniola,1 de julio de 2005,1.605.390
De 30 a 34 anios,Espaniola,1 de enero de 2005,1.595.824
De 30 a 34 anios,Espaniola,1 de julio de 2004,1.586.631
De 30 a 34 anios,Espaniola,1 de enero de 2004,1.577.233
De 30 a 34 anios,Espaniola,1 de julio de 2003,1.571.490
De 30 a 34 anios,Espaniola,1 de enero de 2003,1.566.320
De 30 a 34 anios,Espaniola,1 de julio de 2002,1.564.007
De 30 a 34 anios,Espaniola,1 de enero de 2002,1.561.438
De 30 a 34 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2022,80.303
De 30 a 34 anios,Pais de la UE27_2020 sin Espania,1 de enero de 2022,83.115
De 30 a 34 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2021,85.471
De 30 a 34 anios,Pais de la UE27_2020 sin Espania,1 de enero de 2021,89.056
De 30 a 34 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2020,91.198
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2020,99.405
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2019,101.312
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2019,102.590
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2018,102.672
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2018,103.912
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2017,104.823
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2017,107.238
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2016,108.514
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2016,109.950
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2015,111.546
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2015,113.421
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2014,116.009
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2014,118.959
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2013,122.159
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2013,125.486
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2012,126.880
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2012,127.514
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2011,125.348
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2011,123.444
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2010,122.042
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2010,120.553
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2009,118.651
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2009,116.459
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2008,112.484
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2008,107.239
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2007,98.353
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2007,88.250
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2006,79.759
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2006,72.963
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2005,66.498
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2005,59.278
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2004,51.537
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2004,46.508
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2003,41.118
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2003,36.502
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de julio de 2002,31.181
De 30 a 34 anios,Pais de la UE28 sin Espania,1 de enero de 2002,26.648
De 30 a 34 anios,Pais de Europa menos UE27_2020,1 de julio de 2022,24.329
De 30 a 34 anios,Pais de Europa menos UE27_2020,1 de enero de 2022,21.117
De 30 a 34 anios,Pais de Europa menos UE27_2020,1 de julio de 2021,21.274
De 30 a 34 anios,Pais de Europa menos UE27_2020,1 de enero de 2021,21.518
De 30 a 34 anios,Pais de Europa menos UE27_2020,1 de julio de 2020,21.490
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2020,15.853
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2019,15.720
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2019,15.593
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2018,15.321
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2018,15.320
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2017,15.167
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2017,15.345
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2016,15.245
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2016,15.442
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2015,15.254
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2015,15.200
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2014,15.252
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2014,15.626
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2013,16.013
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2013,16.564
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2012,16.564
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2012,16.598
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2011,16.554
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2011,16.578
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2010,16.481
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2010,16.469
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2009,16.378
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2009,16.197
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2008,15.746
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2008,15.182
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2007,14.476
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2007,13.806
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2006,12.954
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2006,12.211
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2005,11.486
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2005,10.572
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2004,9.346
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2004,8.580
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2003,7.533
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2003,6.580
De 30 a 34 anios,Pais de Europa menos UE28,1 de julio de 2002,5.428
De 30 a 34 anios,Pais de Europa menos UE28,1 de enero de 2002,4.314
De 30 a 34 anios,De Africa,1 de julio de 2022,49.848
De 30 a 34 anios,De Africa,1 de enero de 2022,50.661
De 30 a 34 anios,De Africa,1 de julio de 2021,50.729
De 30 a 34 anios,De Africa,1 de enero de 2021,51.879
De 30 a 34 anios,De Africa,1 de julio de 2020,51.914
De 30 a 34 anios,De Africa,1 de enero de 2020,51.793
De 30 a 34 anios,De Africa,1 de julio de 2019,50.467
De 30 a 34 anios,De Africa,1 de enero de 2019,49.826
De 30 a 34 anios,De Africa,1 de julio de 2018,48.645
De 30 a 34 anios,De Africa,1 de enero de 2018,48.645
De 30 a 34 anios,De Africa,1 de julio de 2017,48.339
De 30 a 34 anios,De Africa,1 de enero de 2017,48.629
De 30 a 34 anios,De Africa,1 de julio de 2016,48.865
De 30 a 34 anios,De Africa,1 de enero de 2016,49.819
De 30 a 34 anios,De Africa,1 de julio de 2015,50.399
De 30 a 34 anios,De Africa,1 de enero de 2015,51.067
De 30 a 34 anios,De Africa,1 de julio de 2014,51.622
De 30 a 34 anios,De Africa,1 de enero de 2014,52.650
De 30 a 34 anios,De Africa,1 de julio de 2013,53.909
De 30 a 34 anios,De Africa,1 de enero de 2013,54.996
De 30 a 34 anios,De Africa,1 de julio de 2012,55.153
De 30 a 34 anios,De Africa,1 de enero de 2012,55.276
De 30 a 34 anios,De Africa,1 de julio de 2011,55.072
De 30 a 34 anios,De Africa,1 de enero de 2011,54.578
De 30 a 34 anios,De Africa,1 de julio de 2010,53.463
De 30 a 34 anios,De Africa,1 de enero de 2010,51.945
De 30 a 34 anios,De Africa,1 de julio de 2009,50.456
De 30 a 34 anios,De Africa,1 de enero de 2009,48.069
De 30 a 34 anios,De Africa,1 de julio de 2008,44.893
De 30 a 34 anios,De Africa,1 de enero de 2008,41.521
De 30 a 34 anios,De Africa,1 de julio de 2007,38.378
De 30 a 34 anios,De Africa,1 de enero de 2007,35.692
De 30 a 34 anios,De Africa,1 de julio de 2006,33.064
De 30 a 34 anios,De Africa,1 de enero de 2006,30.803
De 30 a 34 anios,De Africa,1 de julio de 2005,28.841
De 30 a 34 anios,De Africa,1 de enero de 2005,26.663
De 30 a 34 anios,De Africa,1 de julio de 2004,24.511
De 30 a 34 anios,De Africa,1 de enero de 2004,22.746
De 30 a 34 anios,De Africa,1 de julio de 2003,21.124
De 30 a 34 anios,De Africa,1 de enero de 2003,19.612
De 30 a 34 anios,De Africa,1 de julio de 2002,17.669
De 30 a 34 anios,De Africa,1 de enero de 2002,15.880
De 30 a 34 anios,De America del Norte,1 de julio de 2022,6.273
De 30 a 34 anios,De America del Norte,1 de enero de 2022,6.396
De 30 a 34 anios,De America del Norte,1 de julio de 2021,6.189
De 30 a 34 anios,De America del Norte,1 de enero de 2021,6.255
De 30 a 34 anios,De America del Norte,1 de julio de 2020,5.976
De 30 a 34 anios,De America del Norte,1 de enero de 2020,5.925
De 30 a 34 anios,De America del Norte,1 de julio de 2019,5.534
De 30 a 34 anios,De America del Norte,1 de enero de 2019,5.317
De 30 a 34 anios,De America del Norte,1 de julio de 2018,5.020
De 30 a 34 anios,De America del Norte,1 de enero de 2018,4.872
De 30 a 34 anios,De America del Norte,1 de julio de 2017,4.574
De 30 a 34 anios,De America del Norte,1 de enero de 2017,4.596
De 30 a 34 anios,De America del Norte,1 de julio de 2016,4.386
De 30 a 34 anios,De America del Norte,1 de enero de 2016,4.301
De 30 a 34 anios,De America del Norte,1 de julio de 2015,4.182
De 30 a 34 anios,De America del Norte,1 de enero de 2015,4.189
De 30 a 34 anios,De America del Norte,1 de julio de 2014,4.309
De 30 a 34 anios,De America del Norte,1 de enero de 2014,4.557
De 30 a 34 anios,De America del Norte,1 de julio de 2013,4.782
De 30 a 34 anios,De America del Norte,1 de enero de 2013,5.011
De 30 a 34 anios,De America del Norte,1 de julio de 2012,4.903
De 30 a 34 anios,De America del Norte,1 de enero de 2012,4.830
De 30 a 34 anios,De America del Norte,1 de julio de 2011,4.738
De 30 a 34 anios,De America del Norte,1 de enero de 2011,4.646
De 30 a 34 anios,De America del Norte,1 de julio de 2010,4.564
De 30 a 34 anios,De America del Norte,1 de enero de 2010,4.528
De 30 a 34 anios,De America del Norte,1 de julio de 2009,4.494
De 30 a 34 anios,De America del Norte,1 de enero de 2009,4.371
De 30 a 34 anios,De America del Norte,1 de julio de 2008,4.187
De 30 a 34 anios,De America del Norte,1 de enero de 2008,4.046
De 30 a 34 anios,De America del Norte,1 de julio de 2007,3.833
De 30 a 34 anios,De America del Norte,1 de enero de 2007,3.691
De 30 a 34 anios,De America del Norte,1 de julio de 2006,3.535
De 30 a 34 anios,De America del Norte,1 de enero de 2006,3.489
De 30 a 34 anios,De America del Norte,1 de julio de 2005,3.396
De 30 a 34 anios,De America del Norte,1 de enero de 2005,3.282
De 30 a 34 anios,De America del Norte,1 de julio de 2004,3.101
De 30 a 34 anios,De America del Norte,1 de enero de 2004,2.947
De 30 a 34 anios,De America del Norte,1 de julio de 2003,2.719
De 30 a 34 anios,De America del Norte,1 de enero de 2003,2.484
De 30 a 34 anios,De America del Norte,1 de julio de 2002,2.213
De 30 a 34 anios,De America del Norte,1 de enero de 2002,2.001
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2022,35.553
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2022,34.182
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2021,33.703
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2021,33.531
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2020,32.516
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2020,30.795
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2019,28.185
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2019,25.181
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2018,22.912
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2018,21.204
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2017,19.533
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2017,18.303
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2016,17.566
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2016,17.678
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2015,17.382
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2015,17.330
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2014,17.586
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2014,18.467
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2013,19.771
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2013,20.889
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2012,20.774
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2012,20.398
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2011,19.792
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2011,19.261
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2010,18.814
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2010,18.337
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2009,17.977
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2009,17.234
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2008,16.320
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2008,15.235
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2007,13.907
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2007,12.387
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2006,11.441
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2006,10.925
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2005,10.397
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2005,9.895
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2004,9.254
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2004,8.839
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2003,8.333
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2003,7.884
De 30 a 34 anios,De Centro America y Caribe,1 de julio de 2002,7.500
De 30 a 34 anios,De Centro America y Caribe,1 de enero de 2002,7.035
De 30 a 34 anios,De SudAmerica,1 de julio de 2022,85.531
De 30 a 34 anios,De SudAmerica,1 de enero de 2022,76.921
De 30 a 34 anios,De SudAmerica,1 de julio de 2021,73.654
De 30 a 34 anios,De SudAmerica,1 de enero de 2021,74.096
De 30 a 34 anios,De SudAmerica,1 de julio de 2020,72.964
De 30 a 34 anios,De SudAmerica,1 de enero de 2020,69.534
De 30 a 34 anios,De SudAmerica,1 de julio de 2019,63.772
De 30 a 34 anios,De SudAmerica,1 de enero de 2019,59.365
De 30 a 34 anios,De SudAmerica,1 de julio de 2018,55.933
De 30 a 34 anios,De SudAmerica,1 de enero de 2018,54.057
De 30 a 34 anios,De SudAmerica,1 de julio de 2017,52.375
De 30 a 34 anios,De SudAmerica,1 de enero de 2017,52.924
De 30 a 34 anios,De SudAmerica,1 de julio de 2016,54.355
De 30 a 34 anios,De SudAmerica,1 de enero de 2016,58.828
De 30 a 34 anios,De SudAmerica,1 de julio de 2015,61.847
De 30 a 34 anios,De SudAmerica,1 de enero de 2015,66.692
De 30 a 34 anios,De SudAmerica,1 de julio de 2014,72.454
De 30 a 34 anios,De SudAmerica,1 de enero de 2014,83.813
De 30 a 34 anios,De SudAmerica,1 de julio de 2013,96.695
De 30 a 34 anios,De SudAmerica,1 de enero de 2013,110.409
De 30 a 34 anios,De SudAmerica,1 de julio de 2012,115.672
De 30 a 34 anios,De SudAmerica,1 de enero de 2012,122.660
De 30 a 34 anios,De SudAmerica,1 de julio de 2011,128.375
De 30 a 34 anios,De SudAmerica,1 de enero de 2011,132.964
De 30 a 34 anios,De SudAmerica,1 de julio de 2010,136.914
De 30 a 34 anios,De SudAmerica,1 de enero de 2010,141.191
De 30 a 34 anios,De SudAmerica,1 de julio de 2009,143.843
De 30 a 34 anios,De SudAmerica,1 de enero de 2009,141.362
De 30 a 34 anios,De SudAmerica,1 de julio de 2008,137.464
De 30 a 34 anios,De SudAmerica,1 de enero de 2008,133.968
De 30 a 34 anios,De SudAmerica,1 de julio de 2007,128.702
De 30 a 34 anios,De SudAmerica,1 de enero de 2007,121.319
De 30 a 34 anios,De SudAmerica,1 de julio de 2006,114.330
De 30 a 34 anios,De SudAmerica,1 de enero de 2006,108.881
De 30 a 34 anios,De SudAmerica,1 de julio de 2005,104.529
De 30 a 34 anios,De SudAmerica,1 de enero de 2005,98.481
De 30 a 34 anios,De SudAmerica,1 de julio de 2004,91.291
De 30 a 34 anios,De SudAmerica,1 de enero de 2004,86.274
De 30 a 34 anios,De SudAmerica,1 de julio de 2003,79.637
De 30 a 34 anios,De SudAmerica,1 de enero de 2003,70.676
De 30 a 34 anios,De SudAmerica,1 de julio de 2002,61.851
De 30 a 34 anios,De SudAmerica,1 de enero de 2002,50.496
De 30 a 34 anios,De Asia,1 de julio de 2022,23.440
De 30 a 34 anios,De Asia,1 de enero de 2022,23.645
De 30 a 34 anios,De Asia,1 de julio de 2021,23.572
De 30 a 34 anios,De Asia,1 de enero de 2021,23.914
De 30 a 34 anios,De Asia,1 de julio de 2020,23.648
De 30 a 34 anios,De Asia,1 de enero de 2020,23.435
De 30 a 34 anios,De Asia,1 de julio de 2019,22.725
De 30 a 34 anios,De Asia,1 de enero de 2019,22.124
De 30 a 34 anios,De Asia,1 de julio de 2018,21.503
De 30 a 34 anios,De Asia,1 de enero de 2018,21.051
De 30 a 34 anios,De Asia,1 de julio de 2017,20.429
De 30 a 34 anios,De Asia,1 de enero de 2017,20.304
De 30 a 34 anios,De Asia,1 de julio de 2016,19.939
De 30 a 34 anios,De Asia,1 de enero de 2016,19.602
De 30 a 34 anios,De Asia,1 de julio de 2015,19.324
De 30 a 34 anios,De Asia,1 de enero de 2015,19.162
De 30 a 34 anios,De Asia,1 de julio de 2014,19.032
De 30 a 34 anios,De Asia,1 de enero de 2014,19.019
De 30 a 34 anios,De Asia,1 de julio de 2013,19.398
De 30 a 34 anios,De Asia,1 de enero de 2013,19.635
De 30 a 34 anios,De Asia,1 de julio de 2012,19.419
De 30 a 34 anios,De Asia,1 de enero de 2012,19.107
De 30 a 34 anios,De Asia,1 de julio de 2011,18.879
De 30 a 34 anios,De Asia,1 de enero de 2011,18.446
De 30 a 34 anios,De Asia,1 de julio de 2010,17.945
De 30 a 34 anios,De Asia,1 de enero de 2010,17.456
De 30 a 34 anios,De Asia,1 de julio de 2009,17.053
De 30 a 34 anios,De Asia,1 de enero de 2009,16.249
De 30 a 34 anios,De Asia,1 de julio de 2008,15.278
De 30 a 34 anios,De Asia,1 de enero de 2008,14.187
De 30 a 34 anios,De Asia,1 de julio de 2007,13.043
De 30 a 34 anios,De Asia,1 de enero de 2007,12.261
De 30 a 34 anios,De Asia,1 de julio de 2006,11.541
De 30 a 34 anios,De Asia,1 de enero de 2006,10.938
De 30 a 34 anios,De Asia,1 de julio de 2005,10.221
De 30 a 34 anios,De Asia,1 de enero de 2005,9.329
De 30 a 34 anios,De Asia,1 de julio de 2004,8.338
De 30 a 34 anios,De Asia,1 de enero de 2004,7.584
De 30 a 34 anios,De Asia,1 de julio de 2003,6.967
De 30 a 34 anios,De Asia,1 de enero de 2003,6.264
De 30 a 34 anios,De Asia,1 de julio de 2002,5.517
De 30 a 34 anios,De Asia,1 de enero de 2002,4.789
De 30 a 34 anios,De Oceania,1 de julio de 2022,289
De 30 a 34 anios,De Oceania,1 de enero de 2022,295
De 30 a 34 anios,De Oceania,1 de julio de 2021,286
De 30 a 34 anios,De Oceania,1 de enero de 2021,283
De 30 a 34 anios,De Oceania,1 de julio de 2020,265
De 30 a 34 anios,De Oceania,1 de enero de 2020,267
De 30 a 34 anios,De Oceania,1 de julio de 2019,257
De 30 a 34 anios,De Oceania,1 de enero de 2019,252
De 30 a 34 anios,De Oceania,1 de julio de 2018,231
De 30 a 34 anios,De Oceania,1 de enero de 2018,208
De 30 a 34 anios,De Oceania,1 de julio de 2017,187
De 30 a 34 anios,De Oceania,1 de enero de 2017,184
De 30 a 34 anios,De Oceania,1 de julio de 2016,179
De 30 a 34 anios,De Oceania,1 de enero de 2016,177
De 30 a 34 anios,De Oceania,1 de julio de 2015,172
De 30 a 34 anios,De Oceania,1 de enero de 2015,166
De 30 a 34 anios,De Oceania,1 de julio de 2014,149
De 30 a 34 anios,De Oceania,1 de enero de 2014,146
De 30 a 34 anios,De Oceania,1 de julio de 2013,146
De 30 a 34 anios,De Oceania,1 de enero de 2013,153
De 30 a 34 anios,De Oceania,1 de julio de 2012,173
De 30 a 34 anios,De Oceania,1 de enero de 2012,166
De 30 a 34 anios,De Oceania,1 de julio de 2011,164
De 30 a 34 anios,De Oceania,1 de enero de 2011,169
De 30 a 34 anios,De Oceania,1 de julio de 2010,162
De 30 a 34 anios,De Oceania,1 de enero de 2010,157
De 30 a 34 anios,De Oceania,1 de julio de 2009,163
De 30 a 34 anios,De Oceania,1 de enero de 2009,168
De 30 a 34 anios,De Oceania,1 de julio de 2008,174
De 30 a 34 anios,De Oceania,1 de enero de 2008,168
De 30 a 34 anios,De Oceania,1 de julio de 2007,166
De 30 a 34 anios,De Oceania,1 de enero de 2007,168
De 30 a 34 anios,De Oceania,1 de julio de 2006,163
De 30 a 34 anios,De Oceania,1 de enero de 2006,157
De 30 a 34 anios,De Oceania,1 de julio de 2005,158
De 30 a 34 anios,De Oceania,1 de enero de 2005,152
De 30 a 34 anios,De Oceania,1 de julio de 2004,142
De 30 a 34 anios,De Oceania,1 de enero de 2004,134
De 30 a 34 anios,De Oceania,1 de julio de 2003,130
De 30 a 34 anios,De Oceania,1 de enero de 2003,125
De 30 a 34 anios,De Oceania,1 de julio de 2002,109
De 30 a 34 anios,De Oceania,1 de enero de 2002,99
De 30 a 34 anios,Apatridas,1 de julio de 2022,146
De 30 a 34 anios,Apatridas,1 de enero de 2022,149
De 30 a 34 anios,Apatridas,1 de julio de 2021,142
De 30 a 34 anios,Apatridas,1 de enero de 2021,134
De 30 a 34 anios,Apatridas,1 de julio de 2020,125
De 30 a 34 anios,Apatridas,1 de enero de 2020,119
De 30 a 34 anios,Apatridas,1 de julio de 2019,105
De 30 a 34 anios,Apatridas,1 de enero de 2019,95
De 30 a 34 anios,Apatridas,1 de julio de 2018,76
De 30 a 34 anios,Apatridas,1 de enero de 2018,65
De 30 a 34 anios,Apatridas,1 de julio de 2017,57
De 30 a 34 anios,Apatridas,1 de enero de 2017,46
De 30 a 34 anios,Apatridas,1 de julio de 2016,36
De 30 a 34 anios,Apatridas,1 de enero de 2016,31
De 30 a 34 anios,Apatridas,1 de julio de 2015,26
De 30 a 34 anios,Apatridas,1 de enero de 2015,22
De 30 a 34 anios,Apatridas,1 de julio de 2014,18
De 30 a 34 anios,Apatridas,1 de enero de 2014,19
De 30 a 34 anios,Apatridas,1 de julio de 2013,18
De 30 a 34 anios,Apatridas,1 de enero de 2013,17
De 30 a 34 anios,Apatridas,1 de julio de 2012,15
De 30 a 34 anios,Apatridas,1 de enero de 2012,14
De 30 a 34 anios,Apatridas,1 de julio de 2011,15
De 30 a 34 anios,Apatridas,1 de enero de 2011,18
De 30 a 34 anios,Apatridas,1 de julio de 2010,19
De 30 a 34 anios,Apatridas,1 de enero de 2010,20
De 30 a 34 anios,Apatridas,1 de julio de 2009,21
De 30 a 34 anios,Apatridas,1 de enero de 2009,22
De 30 a 34 anios,Apatridas,1 de julio de 2008,21
De 30 a 34 anios,Apatridas,1 de enero de 2008,21
De 30 a 34 anios,Apatridas,1 de julio de 2007,21
De 30 a 34 anios,Apatridas,1 de enero de 2007,21
De 30 a 34 anios,Apatridas,1 de julio de 2006,20
De 30 a 34 anios,Apatridas,1 de enero de 2006,19
De 30 a 34 anios,Apatridas,1 de julio de 2005,19
De 30 a 34 anios,Apatridas,1 de enero de 2005,20
De 30 a 34 anios,Apatridas,1 de julio de 2004,19
De 30 a 34 anios,Apatridas,1 de enero de 2004,17
De 30 a 34 anios,Apatridas,1 de julio de 2003,17
De 30 a 34 anios,Apatridas,1 de enero de 2003,15
De 30 a 34 anios,Apatridas,1 de julio de 2002,13
De 30 a 34 anios,Apatridas,1 de enero de 2002,9
De 35 a 39 anios,Espaniola,1 de julio de 2022,1.223.700
De 35 a 39 anios,Espaniola,1 de enero de 2022,1.246.148
De 35 a 39 anios,Espaniola,1 de julio de 2021,1.273.193
De 35 a 39 anios,Espaniola,1 de enero de 2021,1.300.911
De 35 a 39 anios,Espaniola,1 de julio de 2020,1.330.997
De 35 a 39 anios,Espaniola,1 de enero de 2020,1.362.810
De 35 a 39 anios,Espaniola,1 de julio de 2019,1.395.426
De 35 a 39 anios,Espaniola,1 de enero de 2019,1.428.770
